<BI_BOOK LINE ITEMS_BOOKING CONTAINER DETAILS_CONTAINER DETAILS_EMPTY WITH RESIDUE>,$container_isResidue,bookLineItem.getContDetail().isEmptyWithResidue(),boolean,0;1,,BookLineItem,,,
<BI_BOOK LINE ITEMS_BOOKING CONTAINER DETAILS_EQUIPMENT_OUT OF GAUGE_LOST SLOTS>,$container_lostSlots,bookLineItem.getContDetail().getLostSlots().toString(),String,0;1;2,,BookLineItem,,,
<BI_BOOK LINE ITEMS_BOOKING CONTAINER DETAILS_CONTAINER REFERNECES_NUMBERS OF CONTAINERS_CONTAINER NUMBER> Integer value,$container_numberInt,bookLineItem.getNoContainers(),int,0,,BookLineItem,,,
<BI_BOOK LINE ITEMS_BOOKING CONTAINER DETAILS_CONTAINER REFERNECES_NUMBERS OF CONTAINERS_CONTAINER NUMBER>,$container_numberOf,String.valueOf(bookLineItem.getNoContainers()),String,N,,BookLineItem,,bookLineItem != null,
<BI_BOOK LINE ITEMS_BOOKING CONTAINER DETAILS_CONTAINER DETAILS_NUMBER OF CONTAINERS>,$container_numbersOf,bookLineItem.getNumberContainers(),Long,0,,BookLineItem,,,
<BI_BOOK LINE ITEMS_BOOKING CONTAINERS DETAILS_ON CARRIAGE_PACK ADDRESS>,$container_oncarPickup,bookLineItem.getDischargePort().getLocodeNoSpaces(),String,0;1,,BookLineItem,,,
<BI_BOOK LINE ITEMS_BOOKING CONTAINERS DETAILS_ON CARRIAGE_TRANSPORT TYPE>,$container_oncarTransport,bookLineItem.getOncarriageType(),String,0,,BookLineItem,,,
<BI_BOOK LINE ITEMS_BOOKING CONTAINERS DETAILS_ON CARRIAGE_DROP OFF>,$container_oncarUnpack,bookLineItem.getPortOfDestination().getName(),String,0;1,,BookLineItem,,,
<BI_BOOK LINE ITEMS_BOOKING CONTAINERS DETAILS_ON CARRIAGE_DROP OFF> => Location Name,$container_oncarUnpackName,bookLineItem.getPortOfDestination().getName(),String,0;1,,BookLineItem,,,
<BI_BOOK LINE ITEMS_BOOKING CONTAINERS DETAILS_ON CARRIAGE_DROP OFF> => UN Location Code,$container_oncarUnpackUn,bookLineItem.getPortOfDestination().getLocodeNoSpaces(),String,0;1,,BookLineItem,,,
<BI_BOOK LINE ITEMS_BOOKING CONTAINERS DETAILS_ON CARRIAGE_DROP OFF>,$container_oncarUnpackUnlocode,bookLineItem.getPortOfDestination().getLocodeNoSpaces(),String,0;1,,BookLineItem,,,
<BI_BOOK LINE ITEMS_BOOKING CONTAINER DETAILS_EQUIPMENT_OUT OF GAUGE_OVER HEIGHT>,$container_overHeight,bookLineItem.getContDetail().getOogHeight(),Float,0;1;2,,BookLineItem,,,
<BI_BOOK LINE ITEMS_BOOKING CONTAINER DETAILS_EQUIPMENT_OUT OF GAUGE_OVER LENGTH BACK>,$container_overLengthBack,bookLineItem.getContDetail().getOogBack(),Float,0;1;2,,BookLineItem,,,
<BI_BOOK LINE ITEMS_BOOKING CONTAINER DETAILS_EQUIPMENT_OUT OF GAUGE_OVER LENGTH FRONT>,$container_overLengthFront,bookLineItem.getContDetail().getOogFront(),Float,0;1;2,,BookLineItem,,,
<BI_BOOK LINE ITEMS_BOOKING CONTAINER DETAILS_EQUIPMENT_OUT OF GAUGE_OVER WIDTH LEFT>,$container_overWidthLeft,bookLineItem.getContDetail().getOogLeft(),Float,0;1;2,,BookLineItem,,,
<BI_BOOK LINE ITEMS_BOOKING CONTAINER DETAILS_EQUIPMENT_OUT OF GAUGE_OVER WIDTH RIGHT>,$container_overWidthRight,bookLineItem.getContDetail().getOogRight(),Float,0;1;2,,BookLineItem,,,
<BI_BOOK LINE ITEMS_BOOKING CONTAINER DETAILS_CONTAINER DETAILS_OXYGEN>,$container_oxygen,bookLineItem.getReeferDetail().getO2Level().toString(),String,0;1;2,,BookLineItem,,,
